Symbol,Date,Open,High,Low,Close,Volume
MSFT,2021-03-03,233.87,233.87,227.26,227.56,28704
MSFT,2021-03-04,227.56,232.47,224.2611,226.73,28721
MSFT,2021-03-05,226.73,233.25,226.49,231.6,21558
MSFT,2021-03-07,231.6,231.6,231.6,231.6,7201
MSFT,2021-03-08,231.6,233.34,227.21,227.39,28716
MSFT,2021-03-09,227.39,235.37,227.39,233.78,28722
MSFT,2021-03-10,233.78,236.92,232.07,232.42,28727
MSFT,2021-03-11,232.42,239.155,232.42,237.13,26609
MSFT,2021-03-12,237.13,237.13,233.235,235.75,21553
MSFT,2021-03-14,235.75,235.75,235.75,235.75,7211
MSFT,2021-03-15,235.75,235.75,231.84,234.81,28770
MSFT,2021-03-16,234.81,240.05,234.81,237.71,28697
MSFT,2021-03-17,237.71,238.5318,233.2601,237.04,28693
MSFT,2021-03-18,237.04,237.04,230.34,230.72,28697
MSFT,2021-03-19,230.72,232.39,229.37,230.35,21543
MSFT,2021-03-21,230.35,230.35,230.35,230.35,7202
MSFT,2021-03-22,230.35,236.89,230.35,235.99,28704
MSFT,2021-03-23,235.99,241.02,235.99,237.58,28705
MSFT,2021-03-24,237.58,237.936,235.34,235.46,28705
MSFT,2021-03-25,235.46,236.87,231.57,232.34,28705
MSFT,2021-03-26,232.34,236.66,231.8,236.48,21548
MSFT,2021-03-28,236.48,236.48,236.48,236.48,7192
MSFT,2021-03-29,236.48,236.48,231.93,235.24,28711
MSFT,2021-03-30,235.24,235.24,231.13,231.85,28718
MSFT,2021-03-31,231.85,239.05,231.85,235.77,28719
MSFT,2021-04-01,235.77,242.63,235.77,242.35,28718
MSFT,2021-04-02,242.35,242.35,242.35,242.35,21551
MSFT,2021-04-04,242.35,242.35,242.35,242.35,7207
MSFT,2021-04-05,242.35,249.95,242.35,249.07,28760
MSFT,2021-04-06,249.07,249.395,246.93,247.86,28758
MSFT,2021-04-07,247.86,250.9082,247.19,249.9,28759
MSFT,2021-04-08,249.9,254.12,249.9,253.25,28761
MSFT,2021-04-09,253.25,255.94,252.46,255.85,21589
MSFT,2021-04-11,255.85,255.85,255.85,255.85,7200
MSFT,2021-04-12,255.85,257.67,254.66,255.91,28726
MSFT,2021-04-13,255.91,259.16,255.91,258.49,28730
MSFT,2021-04-14,258.49,258.78,255.16,255.59,28733
MSFT,2021-04-15,255.59,259.92,255.59,259.5,28734
MSFT,2021-04-16,259.5,260.92,257.75,260.74,21570
MSFT,2021-04-18,260.74,260.74,260.74,260.74,7199
MSFT,2021-04-19,260.74,261.47,257.845,258.74,28732
MSFT,2021-04-20,258.74,260.18,256.88,258.26,28733
MSFT,2021-04-21,258.26,260.649,257.265,260.58,28733
MSFT,2021-04-22,260.58,261.75,255.64,257.17,28733
MSFT,2021-04-23,257.17,261.51,257.17,261.15,21569
MSFT,2021-04-25,261.15,261.15,261.15,261.15,7217
MSFT,2021-04-26,261.15,262.41,260.43,261.55,28799
MSFT,2021-04-27,261.55,263.1796,260.18,261.97,28799
MSFT,2021-04-28,261.97,261.97,252.98,254.56,28800
MSFT,2021-04-29,254.56,256.0869,249.07,252.51,28799
MSFT,2021-04-30,252.51,253.07,249.67,252.18,21620
MSFT,2021-05-02,252.18,252.18,252.18,252.18,7214
MSFT,2021-05-03,252.18,254.335,251.12,251.86,28795
MSFT,2021-05-04,251.86,251.86,245.785,247.79,28797
MSFT,2021-05-05,247.79,249.48,245.82,246.47,28796
MSFT,2021-05-06,246.47,249.81,244.8015,249.73,28796
MSFT,2021-05-07,249.73,254.2737,249.73,252.46,21617
MSFT,2021-05-09,252.46,252.46,252.46,252.46,7192
MSFT,2021-05-10,252.46,252.46,247.18,247.18,28751
MSFT,2021-05-11,247.18,247.18,242.58,246.23,28796
MSFT,2021-05-12,246.23,246.23,238.07,239.0,28796
MSFT,2021-05-13,239.0,245.58,239.0,243.03,28778
MSFT,2021-05-14,243.03,249.18,243.03,248.15,21620
MSFT,2021-05-16,248.15,248.15,248.15,248.15,7196
MSFT,2021-05-17,248.15,248.15,243.52,245.18,28698
MSFT,2021-05-18,245.18,246.38,242.94,243.08,28697
MSFT,2021-05-19,243.08,243.21,238.8,243.12,28698
MSFT,2021-05-20,243.12,247.94,243.12,246.48,28693
MSFT,2021-05-21,246.48,248.33,244.74,245.17,21543
MSFT,2021-05-23,245.17,245.17,245.17,245.17,7191
MSFT,2021-05-24,245.17,251.14,245.17,250.78,28697
MSFT,2021-05-25,250.78,252.62,250.78,251.72,28697
MSFT,2021-05-26,251.72,252.92,250.7589,251.49,28697
MSFT,2021-05-27,251.49,251.49,249.31,249.31,28697
MSFT,2021-05-28,249.31,252.07,249.31,249.68,21543
MSFT,2021-05-30,249.68,249.68,249.68,249.68,7192
MSFT,2021-05-31,249.68,249.68,249.68,249.68,28697
MSFT,2021-06-01,249.68,249.68,249.68,249.68,28698
MSFT,2021-06-02,249.68,249.68,249.68,249.68,28697
MSFT,2021-06-03,249.68,249.68,249.68,249.68,28697
MSFT,2021-06-04,249.68,249.68,249.68,249.68,21543
MSFT,2021-06-06,250.79,250.79,250.79,250.79,7210
MSFT,2021-06-07,250.79,254.07,249.83,253.81,28798
MSFT,2021-06-08,253.81,255.96,252.5229,252.57,28798
MSFT,2021-06-09,252.57,255.49,252.57,253.59,28799
MSFT,2021-06-10,253.59,257.46,253.59,257.24,28798
MSFT,2021-06-11,257.24,258.48,256.6199,257.89,21612
MSFT,2021-06-13,257.89,257.89,257.89,257.89,7210
MSFT,2021-06-14,257.89,259.89,256.8399,259.89,28753
MSFT,2021-06-15,259.89,259.95,257.68,258.36,28703
MSFT,2021-06-16,258.36,260.56,254.43,257.38,28705
MSFT,2021-06-17,257.38,261.74,256.2,260.9,28703
MSFT,2021-06-18,260.9,262.29,258.782,259.43,21550
MSFT,2021-06-20,259.43,259.43,259.43,259.43,7217
MSFT,2021-06-21,259.43,263.49,257.99,262.63,28794
MSFT,2021-06-22,262.63,265.79,262.5935,265.51,28797
MSFT,2021-06-23,265.51,266.79,264.43,265.275,28798
MSFT,2021-06-24,265.275,267.845,265.275,266.69,28799
MSFT,2021-06-25,266.69,267.155,264.76,265.02,21618
MSFT,2021-06-27,265.02,265.02,265.02,265.02,7191
MSFT,2021-06-28,265.02,268.9,265.02,268.72,28699
MSFT,2021-06-29,268.72,271.63,268.09,271.4,28706
MSFT,2021-06-30,271.4,271.4,269.6043,270.9,28733
MSFT,2021-07-01,270.9,271.78,269.67,271.6,28798
MSFT,2021-07-02,271.6,277.99,271.6,277.65,21606
MSFT,2021-07-04,277.65,277.65,277.65,277.65,7194
MSFT,2021-07-05,277.65,277.65,277.65,277.65,28702
MSFT,2021-07-06,277.65,279.34,274.45,277.66,28698
MSFT,2021-07-07,277.66,280.6945,277.66,279.93,28706
MSFT,2021-07-08,279.93,279.93,274.9,277.42,28704
MSFT,2021-07-09,277.42,277.95,275.33,277.94,21549
MSFT,2021-07-11,277.94,277.94,277.94,277.94,7192
MSFT,2021-07-12,277.94,279.73,276.6,277.32,28721
MSFT,2021-07-13,277.32,282.84,277.32,280.98,28747
MSFT,2021-07-14,280.98,283.5815,280.65,282.51,28757
MSFT,2021-07-15,282.51,282.51,279.84,281.03,28773
MSFT,2021-07-16,281.03,284.035,279.53,280.75,21581
MSFT,2021-07-18,280.75,280.75,280.75,280.75,7194
MSFT,2021-07-19,280.75,280.75,275.2401,277.01,28705
MSFT,2021-07-20,277.01,280.96,276.3,279.32,28714
MSFT,2021-07-21,279.32,281.48,278.155,281.4,28701
MSFT,2021-07-22,281.4,286.3864,281.4,286.14,28698
MSFT,2021-07-23,286.14,289.95,286.14,289.67,21547
MSFT,2021-07-25,289.67,289.67,289.67,289.67,7194
MSFT,2021-07-26,289.67,289.684,286.6695,289.05,23024
MSFT,2021-07-27,285.32,287.0,282.97,286.54,15981
MSFT,2021-07-28,286.54,290.11,283.92,286.22,26929
MSFT,2021-07-29,286.53,287.165,286.08,286.5,14979
MSFT,2021-07-30,286.5,286.6101,283.91,284.91,21555
MSFT,2021-08-01,284.91,284.91,284.91,284.91,7216
MSFT,2021-08-02,284.91,286.69,283.79,284.82,28795
MSFT,2021-08-03,284.82,287.22,284.21,287.12,28795
MSFT,2021-08-04,287.12,287.58,284.6806,286.51,28793
MSFT,2021-08-05,286.51,289.61,286.14,289.52,28793
MSFT,2021-08-06,289.52,289.52,287.99,289.46,19897
MSFT,2021-08-08,289.46,289.46,289.46,289.46,7216
MSFT,2021-08-09,289.46,291.529,287.8147,288.33,28795
MSFT,2021-08-10,288.33,289.23,285.23,286.44,26724
MSFT,2021-08-11,286.44,288.64,285.89,286.95,28778
MSFT,2021-08-12,286.95,289.95,286.37,289.81,28778
MSFT,2021-08-13,289.81,292.9,289.495,292.85,23840
MSFT,2021-08-15,292.85,292.85,292.85,292.85,7215
MSFT,2021-08-16,292.85,294.79,290.06,294.6,28794
MSFT,2021-08-17,294.6,294.6,291.085,293.08,28796
MSFT,2021-08-18,293.08,294.8128,290.28,290.73,28795
MSFT,2021-08-19,290.73,297.45,288.77,296.77,28796
MSFT,2021-08-20,296.77,305.84,296.77,304.36,21616
MSFT,2021-08-22,304.36,304.36,304.36,304.36,7207
MSFT,2021-08-23,304.36,305.3797,302.08,304.65,28761
MSFT,2021-08-24,304.65,305.56,302.01,302.62,28757
MSFT,2021-08-25,302.62,304.45,300.42,302.01,28758
MSFT,2021-08-26,302.01,302.42,299.0,299.09,28757
MSFT,2021-08-27,299.09,300.87,296.84,299.72,21588
MSFT,2021-08-29,299.72,299.72,299.72,299.72,7216
MSFT,2021-08-30,299.72,304.22,299.72,303.59,28795
MSFT,2021-08-31,303.59,304.33,301.7,301.88,28795
MSFT,2021-09-01,301.88,305.1733,301.5,301.83,28794
MSFT,2021-09-02,301.83,303.3499,300.185,301.15,28780
MSFT,2021-09-03,301.15,302.58,300.26,301.14,21558
MSFT,2021-09-05,301.14,301.14,301.14,301.14,7208
MSFT,2021-09-06,301.14,301.14,301.14,301.14,28757
MSFT,2021-09-07,301.14,301.14,298.235,300.18,28756
MSFT,2021-09-08,300.18,300.507,297.48,300.21,28755
MSFT,2021-09-09,300.21,302.13,297.01,297.25,28753
MSFT,2021-09-10,297.25,299.91,295.4,295.71,21586
MSFT,2021-09-12,295.71,295.71,295.71,295.71,7202
MSFT,2021-09-13,295.71,298.54,294.1,296.99,28738
MSFT,2021-09-14,296.99,301.3899,296.99,299.79,28734
MSFT,2021-09-15,299.79,305.25,299.79,304.82,28761
MSFT,2021-09-16,304.82,305.3,300.77,305.22,28793
MSFT,2021-09-17,305.22,305.22,299.53,299.87,21617
MSFT,2021-09-19,299.87,299.87,299.87,299.87,7208
MSFT,2021-09-20,299.87,299.87,289.54,294.3,28761
MSFT,2021-09-21,294.3,297.38,294.11,294.8,28758
MSFT,2021-09-22,294.8,300.2,294.56,298.58,28760
MSFT,2021-09-23,298.58,300.89,297.57,299.56,28760
MSFT,2021-09-24,299.56,299.72,296.94,299.35,21588
MSFT,2021-09-26,299.35,299.35,299.35,299.35,7200
MSFT,2021-09-27,299.35,299.35,292.99,294.17,28795
MSFT,2021-09-28,294.17,294.17,282.8,283.52,28794
MSFT,2021-09-29,283.52,286.76,283.01,284.0,28795
MSFT,2021-09-30,284.0,287.8187,281.63,281.92,28795
MSFT,2021-10-01,281.92,289.931,281.51,289.1,21617
MSFT,2021-10-03,289.1,289.1,289.1,289.1,7217
MSFT,2021-10-04,289.1,289.1,280.25,283.11,28795
MSFT,2021-10-05,283.11,290.398,283.11,288.76,28795
MSFT,2021-10-06,288.76,293.62,285.63,293.11,28795
MSFT,2021-10-07,293.11,296.64,293.11,294.85,28795
MSFT,2021-10-08,294.85,296.62,293.77,294.85,21617
MSFT,2021-10-10,294.85,294.85,294.85,294.85,7216
MSFT,2021-10-11,294.85,297.97,292.81,294.23,28795
MSFT,2021-10-12,294.23,295.35,292.37,292.88,28794
MSFT,2021-10-13,292.88,297.28,292.88,296.31,28796
MSFT,2021-10-14,296.31,303.25,296.31,302.75,28795
MSFT,2021-10-15,302.75,304.435,300.5191,304.21,21616
MSFT,2021-10-17,304.21,304.21,304.21,304.21,7207
MSFT,2021-10-18,304.21,307.6879,302.72,307.29,28744
MSFT,2021-10-19,307.29,309.2436,307.29,308.23,28758
MSFT,2021-10-20,308.23,309.655,306.12,307.41,28760
MSFT,2021-10-21,307.41,311.0,306.395,310.76,28758
MSFT,2021-10-22,310.76,311.0399,307.87,309.16,21589
MSFT,2021-10-24,309.16,309.16,309.16,309.16,7208
MSFT,2021-10-25,309.16,309.37,306.48,308.13,28759
MSFT,2021-10-26,308.13,312.3892,308.13,310.11,28760
MSFT,2021-10-27,310.11,326.083,310.11,323.17,28761
MSFT,2021-10-28,323.17,324.86,321.3892,324.35,28759
MSFT,2021-10-29,324.35,331.675,324.12,331.62,21590
MSFT,2021-10-31,331.62,331.62,331.62,331.62,7216
MSFT,2021-11-01,331.62,331.62,326.38,329.37,28795
MSFT,2021-11-02,329.37,333.4499,329.37,333.13,28796
MSFT,2021-11-03,333.13,334.88,330.75,334.0,28796
MSFT,2021-11-04,334.0,336.48,329.85,336.44,28795
MSFT,2021-11-05,336.44,338.78,334.4217,336.06,21616
MSFT,2021-11-07,336.06,336.06,336.06,336.06,7206
MSFT,2021-11-08,336.06,337.6,334.46,336.99,28732
MSFT,2021-11-09,336.99,338.4,334.57,335.95,26522
MSFT,2021-11-10,335.95,335.95,329.93,330.8,28755
MSFT,2021-11-11,330.8,333.77,330.8,332.43,28298
MSFT,2021-11-12,332.43,337.1884,332.43,336.72,21584
MSFT,2021-11-14,336.72,336.72,336.72,336.72,7213
MSFT,2021-11-15,336.72,337.7,334.0733,336.07,28785
MSFT,2021-11-16,336.07,340.67,335.66,339.51,28787
MSFT,2021-11-17,339.51,342.18,339.02,339.12,26046
MSFT,2021-11-18,339.12,342.44,337.13,341.27,28751
MSFT,2021-11-19,341.27,345.03,341.27,343.11,21581
MSFT,2021-11-21,343.11,343.11,343.11,343.11,7204
MSFT,2021-11-22,343.11,349.635,339.55,339.83,28751
MSFT,2021-11-23,339.83,339.83,333.61,337.68,28752
MSFT,2021-11-24,337.68,338.1,333.99,337.91,28763
MSFT,2021-11-25,337.91,337.91,337.91,337.91,28753
MSFT,2021-11-26,337.91,337.91,328.1765,329.68,21592
MSFT,2021-11-28,329.68,329.68,329.68,329.68,7211
MSFT,2021-11-29,329.68,339.01,329.68,336.63,28770
MSFT,2021-11-30,336.63,337.75,329.04,330.59,28780
MSFT,2021-12-01,330.59,339.28,329.44,330.08,28765
MSFT,2021-12-02,330.08,333.4328,327.875,329.49,28764
MSFT,2021-12-03,329.49,332.59,318.05,323.01,21593
MSFT,2021-12-05,323.01,323.01,323.01,323.01,7211
MSFT,2021-12-06,323.01,327.251,319.285,326.19,28769
MSFT,2021-12-07,326.19,335.77,326.19,334.92,28795
MSFT,2021-12-08,334.92,335.38,330.8101,334.97,28792
MSFT,2021-12-09,334.97,336.46,332.13,333.1,28797
MSFT,2021-12-10,333.1,342.98,333.1,342.54,21605
MSFT,2021-12-12,342.54,342.54,342.54,342.54,7209
MSFT,2021-12-13,342.54,343.76,339.1,339.4,28762
MSFT,2021-12-14,339.4,339.4,324.13,328.34,28717
MSFT,2021-12-15,328.34,335.17,324.61,334.65,28785
MSFT,2021-12-16,334.65,336.535,323.065,324.9,28769
MSFT,2021-12-17,324.9,324.9,317.29,323.8,21589
MSFT,2021-12-19,323.8,323.8,323.8,323.8,7206
MSFT,2021-12-20,323.8,323.8,317.65,319.91,28747
MSFT,2021-12-21,319.91,327.71,319.81,327.29,28740
MSFT,2021-12-22,327.29,333.59,325.7983,333.2,28738
MSFT,2021-12-23,333.2,336.39,332.775,334.69,28743
MSFT,2021-12-24,334.69,334.69,334.69,334.69,21573
MSFT,2021-12-26,334.69,334.69,334.69,334.69,7211
MSFT,2021-12-27,334.69,342.45,334.69,342.45,28756
MSFT,2021-12-28,342.45,343.7907,340.34,341.25,28740
MSFT,2021-12-29,341.25,344.27,339.7,341.95,28740
MSFT,2021-12-30,341.95,343.12,338.86,339.32,28742
MSFT,2021-12-31,339.32,339.32,335.855,336.32,21591
MSFT,2022-01-02,336.32,336.32,336.32,336.32,7208
MSFT,2022-01-03,336.32,337.72,329.78,334.75,28760
MSFT,2022-01-04,334.75,334.75,326.1203,329.01,28760
MSFT,2022-01-05,329.01,329.01,316.335,316.38,28754
MSFT,2022-01-06,316.38,318.637,312.16,313.88,28756
MSFT,2022-01-07,313.88,316.44,310.16,314.04,21588
MSFT,2022-01-09,314.04,314.04,314.04,314.04,7204
MSFT,2022-01-10,314.04,314.62,304.74,314.27,28750
MSFT,2022-01-11,314.27,316.53,309.92,314.98,28749
MSFT,2022-01-12,314.98,323.395,314.98,318.27,28744
MSFT,2022-01-13,318.27,320.76,304.0,304.8,28749
MSFT,2022-01-14,304.8,310.793,303.94,310.2,21582
MSFT,2022-01-16,310.2,310.2,310.2,310.2,6172
MSFT,2022-01-17,310.2,310.2,310.2,310.2,28746
MSFT,2022-01-18,310.2,310.2,301.87,302.65,28748
MSFT,2022-01-19,302.65,313.84,302.65,303.33,28752
MSFT,2022-01-20,303.33,311.615,301.18,301.6,26182
MSFT,2022-01-21,301.6,304.03,295.67,296.03,21582
MSFT,2022-01-23,296.03,296.03,296.03,296.03,7204
MSFT,2022-01-24,296.03,297.0,276.19,296.37,28751
MSFT,2022-01-25,296.37,296.37,285.24,288.49,28751
MSFT,2022-01-26,288.49,308.22,288.49,296.71,28752
MSFT,2022-01-27,296.71,307.05,296.71,299.84,28751
MSFT,2022-01-28,299.84,308.38,294.52,308.26,21582
MSFT,2022-01-30,308.26,308.26,308.26,308.26,7204
MSFT,2022-01-31,308.26,312.37,306.44,310.98,28747
MSFT,2022-02-01,310.98,310.98,305.14,308.76,28748
MSFT,2022-02-02,308.76,315.045,308.76,313.46,28751
MSFT,2022-02-03,313.46,313.46,300.76,301.25,28749
MSFT,2022-02-04,301.25,308.74,300.0,305.94,21582
MSFT,2022-02-06,305.94,305.94,305.94,305.94,7204
MSFT,2022-02-07,305.94,307.84,299.92,300.95,28746
MSFT,2022-02-08,300.95,305.5288,300.0,304.56,28744
MSFT,2022-02-09,304.56,311.88,304.56,311.21,28745
MSFT,2022-02-10,311.21,311.21,300.729,302.38,28748
MSFT,2022-02-11,302.38,304.25,294.31,295.04,21581
MSFT,2022-02-13,295.04,295.04,295.04,295.04,7205
MSFT,2022-02-14,295.04,296.75,291.375,295.0,28748
MSFT,2022-02-15,295.0,300.7467,295.0,300.47,28749
MSFT,2022-02-16,300.47,300.85,293.71,299.5,28763
MSFT,2022-02-17,299.5,299.5,290.02,290.73,28752
MSFT,2022-02-18,290.73,293.62,286.325,287.93,21582
MSFT,2022-02-20,287.93,287.93,287.93,287.93,7204
MSFT,2022-02-21,287.93,287.93,287.93,287.93,28750
MSFT,2022-02-22,287.93,291.4881,284.68,287.72,28748
MSFT,2022-02-23,287.72,291.62,280.11,280.27,28754
MSFT,2022-02-24,280.27,294.95,271.655,294.59,28755
MSFT,2022-02-25,294.59,297.57,291.699,297.31,21582
MSFT,2022-02-27,297.31,297.31,297.31,297.31,7204
MSFT,2022-02-28,297.31,299.13,293.02,298.79,28749
MSFT,2022-03-01,298.79,299.93,292.3506,294.95,28753
MSFT,2022-03-02,294.95,301.36,293.75,300.19,28752
MSFT,2022-03-03,300.19,302.89,294.145,295.92,28749
MSFT,2022-03-04,295.92,295.92,287.17,289.86,21583
MSFT,2022-03-06,289.86,289.86,289.86,289.86,7205
MSFT,2022-03-07,289.86,289.86,278.6,278.91,28749
MSFT,2022-03-08,278.91,283.925,270.0,275.85,28750
MSFT,2022-03-09,275.85,289.595,275.85,288.5,28752
MSFT,2022-03-10,288.5,288.5,280.65,285.59,28752
MSFT,2022-03-11,285.59,288.895,279.48,280.07,21583
MSFT,2022-03-13,280.07,280.07,280.07,280.07,7205
MSFT,2022-03-14,280.07,285.33,275.85,276.44,28752
MSFT,2022-03-15,276.44,287.78,276.44,287.15,28757
MSFT,2022-03-16,287.15,294.41,283.25,294.39,28763
MSFT,2022-03-17,294.39,295.22,289.37,295.22,28794
MSFT,2022-03-18,295.22,300.97,292.82,300.43,21615
MSFT,2022-03-20,300.43,300.43,300.43,300.43,7205
MSFT,2022-03-21,300.43,300.43,294.92,299.16,28746
MSFT,2022-03-22,299.16,304.97,298.85,304.06,28750
MSFT,2022-03-23,304.06,304.06,297.77,299.49,28754
MSFT,2022-03-24,299.49,304.16,298.39,304.1,28751
MSFT,2022-03-25,304.1,305.49,299.3,303.68,21583
MSFT,2022-03-27,303.68,303.68,303.68,303.68,7206
MSFT,2022-03-28,303.68,310.75,303.68,310.7,28762
MSFT,2022-03-29,310.7,315.81,309.07,315.41,28751
MSFT,2022-03-30,315.41,315.94,311.615,313.86,28753
MSFT,2022-03-31,313.86,315.09,308.31,308.31,28751
MSFT,2022-04-01,308.31,310.06,305.55,309.42,21584
MSFT,2022-04-03,309.42,309.42,309.42,309.42,7205
MSFT,2022-04-04,309.42,315.09,309.42,314.97,28757
MSFT,2022-04-05,314.97,314.97,309.94,310.88,28756
MSFT,2022-04-06,310.88,310.88,296.75,299.5,28758
MSFT,2022-04-07,299.5,303.6493,296.55,301.37,28757
MSFT,2022-04-08,301.37,301.37,296.32,296.97,21584
MSFT,2022-04-10,296.97,296.97,296.97,296.97,7206
MSFT,2022-04-11,296.97,296.97,285.01,285.26,28760
MSFT,2022-04-12,285.26,290.71,280.55,282.06,28761
MSFT,2022-04-13,282.06,288.5752,281.33,287.62,28756
MSFT,2022-04-14,287.62,288.13,279.35,279.83,28756
MSFT,2022-04-15,279.83,279.83,279.83,279.83,21591
MSFT,2022-04-17,279.83,279.83,279.83,279.83,7206
MSFT,2022-04-18,279.83,282.43,278.38,280.52,28756
MSFT,2022-04-19,280.52,286.15,278.49,285.3,28758
MSFT,2022-04-20,285.3,289.68,285.3,286.36,28760
MSFT,2022-04-21,286.36,293.2997,280.13,280.81,28758
MSFT,2022-04-22,280.81,283.175,273.44,274.03,21588
MSFT,2022-04-24,274.03,274.03,274.03,274.03,7205
MSFT,2022-04-25,274.03,281.01,270.93,280.72,28757
MSFT,2022-04-26,280.72,280.72,270.0259,270.22,28758
MSFT,2022-04-27,270.22,290.935,270.22,283.22,28757
MSFT,2022-04-28,283.22,290.98,281.5,289.63,28757
MSFT,2022-04-29,289.63,289.79,276.51,277.52,21590
MSFT,2022-05-01,277.52,277.52,277.52,277.52,7206
MSFT,2022-05-02,277.52,284.81,276.27,284.47,28754
MSFT,2022-05-03,284.47,284.47,280.1701,281.78,28755
MSFT,2022-05-04,281.78,290.82,276.73,289.98,28755
MSFT,2022-05-05,289.98,289.98,274.365,277.35,28754
MSFT,2022-05-06,277.35,279.229,271.32,274.73,21586
MSFT,2022-05-08,274.73,274.73,274.73,274.73,7206
MSFT,2022-05-09,274.73,274.73,263.33,264.58,28756
MSFT,2022-05-10,264.58,273.75,264.58,269.5,28754
MSFT,2022-05-11,269.5,271.2676,259.31,260.55,28755
MSFT,2022-05-12,260.55,260.55,250.04,255.35,28756
MSFT,2022-05-13,255.35,263.04,255.35,261.12,21590
MSFT,2022-05-15,261.12,261.12,261.12,261.12,7205
MSFT,2022-05-16,261.12,265.82,255.78,261.5,28752
MSFT,2022-05-17,261.5,268.29,261.5,266.82,28750
MSFT,2022-05-18,266.82,266.82,253.24,254.08,28748
MSFT,2022-05-19,254.08,257.635,251.93,253.14,28746
MSFT,2022-05-20,253.14,258.5,246.46,252.56,21581
MSFT,2022-05-22,252.56,252.56,252.56,252.56,7203
MSFT,2022-05-23,252.56,261.49,252.56,260.65,28747
MSFT,2022-05-24,260.65,261.32,253.55,259.62,28750
MSFT,2022-05-25,259.62,264.52,257.125,262.52,28751
MSFT,2022-05-26,262.52,266.94,261.44,265.9,28749
MSFT,2022-05-27,265.9,273.25,265.9,273.24,21583
MSFT,2022-05-29,273.24,273.24,273.24,273.24,7197
MSFT,2022-05-30,273.24,273.24,273.24,273.24,28719
MSFT,2022-05-31,273.24,274.765,268.965,271.87,28731
MSFT,2022-06-01,271.87,277.61,270.07,272.42,28732
MSFT,2022-06-02,272.42,274.63,261.73,274.58,28730
MSFT,2022-06-03,274.58,274.58,268.42,270.02,21567
MSFT,2022-06-05,270.02,270.02,270.02,270.02,7208
MSFT,2022-06-06,270.02,274.14,267.26,268.75,28766
MSFT,2022-06-07,268.75,273.05,265.94,272.5,28770
MSFT,2022-06-08,272.5,272.9895,269.61,270.41,28769
MSFT,2022-06-09,270.41,272.68,264.71,264.79,28770
MSFT,2022-06-10,264.79,264.79,252.91,252.99,21603
MSFT,2022-06-12,252.99,252.99,252.99,252.99,7204
MSFT,2022-06-13,252.99,252.99,241.57,242.26,28752
MSFT,2022-06-14,242.26,245.73,241.56,244.49,28755
MSFT,2022-06-15,244.49,255.18,244.49,251.76,28752
MSFT,2022-06-16,251.76,251.76,243.04,244.97,28746
MSFT,2022-06-17,244.97,250.46,244.0912,247.65,21585
MSFT,2022-06-19,247.65,247.65,247.65,247.65,7204
MSFT,2022-06-20,247.65,247.65,247.65,247.65,28719
MSFT,2022-06-21,247.65,254.735,247.65,253.74,28755
MSFT,2022-06-22,253.74,257.1524,250.4073,253.13,28759
MSFT,2022-06-23,253.13,259.35,253.13,258.86,28757
MSFT,2022-06-24,258.86,267.79,258.86,267.7,21587
MSFT,2022-06-26,267.7,267.7,267.7,267.7,7204
MSFT,2022-06-27,267.7,268.215,263.3,264.89,28753
MSFT,2022-06-28,264.89,266.8775,256.35,256.48,28755
MSFT,2022-06-29,256.48,261.94,255.82,260.26,28755
MSFT,2022-06-30,260.26,260.26,252.94,256.83,28755
MSFT,2022-07-01,256.83,259.71,254.67,259.58,21532
MSFT,2022-07-03,259.58,259.58,259.58,259.58,7206
MSFT,2022-07-04,259.58,259.58,259.58,259.58,28712
MSFT,2022-07-05,259.58,262.91,254.75,262.85,28753
MSFT,2022-07-06,262.85,267.96,262.4,266.21,28754
MSFT,2022-07-07,266.21,269.03,265.05,268.4,28753
MSFT,2022-07-08,268.4,268.4,263.29,267.66,21585
MSFT,2022-07-10,267.66,267.66,267.66,267.66,7205
MSFT,2022-07-11,267.66,267.66,262.1837,264.51,28754
MSFT,2022-07-12,264.51,265.73,252.0403,253.67,28755
MSFT,2022-07-13,253.67,253.67,248.39,252.72,28752
MSFT,2022-07-14,252.72,255.12,245.99,254.08,28743
MSFT,2022-07-15,254.08,260.3294,254.08,256.72,21575
MSFT,2022-07-17,256.72,256.72,256.72,256.72,7204
MSFT,2022-07-18,256.72,260.8,253.43,254.25,28752
MSFT,2022-07-19,254.25,259.65,253.715,259.53,28756
MSFT,2022-07-20,259.53,264.8672,258.98,262.27,28755
MSFT,2022-07-21,262.27,264.88,257.08,264.84,28755
MSFT,2022-07-22,264.84,265.22,259.07,260.36,21584
MSFT,2022-07-24,260.36,260.36,260.36,260.36,7204
MSFT,2022-07-25,260.36,261.5,256.9,258.83,28757
MSFT,2022-07-26,258.83,259.57,249.58,251.9,28756
MSFT,2022-07-27,251.9,269.76,251.9,268.74,28765
MSFT,2022-07-28,268.74,277.82,267.94,276.41,28764
MSFT,2022-07-29,276.41,281.81,276.41,280.74,21587
MSFT,2022-07-31,280.74,280.74,280.74,280.74,7204
MSFT,2022-08-01,280.74,281.2757,275.845,278.01,28750
MSFT,2022-08-02,278.01,278.01,272.38,274.82,28755
MSFT,2022-08-03,274.82,283.48,274.82,282.47,28753
MSFT,2022-08-04,282.47,283.7395,280.19,283.65,28752
MSFT,2022-08-05,283.65,283.65,278.98,282.91,21585
MSFT,2022-08-07,282.91,282.91,282.91,282.91,7204
